1907999819638505504724,2766580107748281887954,442976861438855440596,3198639019019216427679,235539815721520840251,300268710816153801163,2997285054079936452375,2896020209869181032466,1091810711567193007140,356975482010984705122,2369202671460395929597,2518623671321834188493,2512662022894046518315,307995199913184750957,2287774128752395209125,3301862226696188776603,2067173814382344839040,803817692959170912677,663054129620054801300,1176620307118016140117,2061159413491076460801,2427820486275328000471,2035551587218070018622,499240034092998296631,1033536315257868168561,2543827583793800351001,971529263747532528909,2810982376160883007892,2408846500863794003171,1196180826395685387270,1858336762578925889325,3104675913188856594574,9401502874949407160,1496316731175579607351,1883292310008866514934,2409367057599577875639,264014479835020653697,1047709965477995652793,3282276586539110575269,480903779455850373155,1413195815960875354532,1578595689989832196070,3122294562081472907502,2849481564894685900621,3259399034655614122052,2212871626529214406776,1997275854662667192476,1519680841843323307014,1453235724595762669725,2178690167453367487979,1966930982964777357451,2117731830565703238751,91011544330967852435,1341165769085427085500,1116700637359837146105,665915471808328550710,2738046027731368874005,94094160332383751610,1901546824200948108923,1990598656984055829187,1523499616041187699190,2796076174064842671319,2525427864259122209988,986200143451887390220,684566500557157059141,1380569098898979820625,1455479779288748185790,359808853736045451859,1079344853608499455736,2431152570965460340972,2707872792946118476879,1393679488237274571036,70099067180316312668,424970886365661156405,731885467131449746371,1047531540393327380702,835512562257352695355,928389997034918026700,503592826591483513481,2667207110770559709022,403499261455092969851,131607030140506712740,3160155017074304511087,2439845004184604448247,1724416571704300133152,2040630940755852171968,1735679916205595558777,2731135549168160356496,3005078813414216571757,880405327264473545331,3247297720724390975617,445383855988239810347,821821849697125667783,926273964369130024591,2837160897535924846496,3085637408421803558602,2115949416989314542121,1329627029067449475862,2702211647301599484285,1660449395687575902354,
2897271953295522865952,2699101203268726775004,780645443375539264918,205999006596740913192,532429339670774114459,1439397514898476088984,2832045324754865431700,517434171334930780573,822186446073951550499,190950604306097944093,3304977280629549618837,1841129137697005212044,2184064983452964767273,1181492466206170440254,2523501472736694786352,1098799122669373814916,1974066002865372634502,59546212228528933904,2912717244691833060788,266646500757210726471,1392338488916770285078,2371919520076223487357,253171479216140928489,344960222460727895282,1991586275811459591176,1339241273375337295172,2951056475285170422953,665184664585363110226,2723927861402378844426,1735743815880974089290,51270484216705157442,258844264521896136402,91503235576545026433,825913383503520624980,358809368102658745462,1008750308255182116270,1268896749549307409310,3082593906336109720881,2283297511678108507423,3134371223078105992683,932281501701140799307,3357241256267472888202,2239663559445653369982,3203573115150170651267,299534679072700288987,982988928512073890533,959253825460055963747,2583093212224351209316,2451747904112930164895,2514004095304715438943,35482101844745800047,1200603824160784753326,1671534957140804420243,1923830271154189129936,1377944425731575390611,1085094973329795441958,2078933373696431531939,1999046324796818146207,1797543387127143377521,1311763039835359476206,2068953893841382906592,1674796952401176171635,2191172408807128646346,3012877548853397687685,730635166095318683345,2208687859232510683491,1121179945422096438654,1606921218071601495179,396289872221366608784,1540847886673784951731,3167036271658870600379,1638402398644753089390,1415502467275265212861,2177680529674849213928,559352688866662588967,1372276848707639654056,695700879522148094025,43891041686982572345,2738329688045674330112,1421421809160025562727,2716176720316441013384,2940403671824236894864,2991916444420162680325,1927690297623150551389,3119321369073067762243,2919937321523359768919,520562167941340404630,2511692134614593356127,2713216796675087094336,1437976664359663885945,2803625807370873386869,868205908907546038683,228187751692587924031,107384398273712217541,686940852400385970367,1714054177560452852387,2779599456830244304739,1641039545138358470227,699660920190432120124,1619675416605810782999,
1185112966663043957298,179754148365446592907,518742051078740026447,915437052779808794257,773700232116028070881,2910395599678949895162,2749000093548511811995,454577652201706009246,2916236510745082961472,2334277279689660643547,909427171958538223771,523497957023752241670,3308059419293586954941,1229958767969298751859,260373317761653833010,1202800470636908133448,1369718571683090339773,1149092640677477219269,664516762725307808619,1054172313463384350240,965045829486802575128,1314032995784021931766,234045465266128295802,2574038904235233452349,772542375149343850735,2347808572518163632175,2072890702942989941417,1194839576089152464634,356355135588110789345,1787442596718314710259,405669927388892244558,2551471681792802810355,1356513208256963698098,326733218851311587597,2100452070895116361371,619042027708818192683,1023629630265988380780,81457634114749367916,3011337379831749088824,2743211457542143656829,3212288788714627522909,2754791505453488736227,1516694812613729839905,2843304021013325836873,1858119579378724659913,2758703272934789550569,2479218322288599771641,2514599685632636205054,3075358414784673890481,2517676470783059354260,2050840258997812986347,2600617749261188375320,2021156318091232060965,1299237850813436343007,1061137374684449113475,1586774784922872158332,715732228465592636598,607654571402526630450,1982562660272518786062,1409004896728171551025,2054905546678672712641,2788017179422298766619,1656994655989797467153,3073864809247762333303,1709134512424378416620,2879500358815662956246,1821747225342827093884,2936929385324705757620,2248796145316859951760,780831174369298171270,1144963505648858169630,1205877237601753070050,3194410486625776139921,727112494955263847963,1519830260588719300254,1540810308447214233558,1042372763076452497608,3334218746272080866291,2024800569570939534611,2253991738192540263103,1872789617795764066848,2281972023661250160811,365847088068054178808,3109525906664205063516,3057840697006445847401,442950851355566592077,834399472750111177185,1398828760888142410751,1518861057924480459261,758348139169090659715,3211418531580644206580,2954961959195532480664,1835911211956075795817,3242452752034073302723,708622303357075207483,858134334352563376644,3102986527163126223070,1536400925802244509283,2880242353085880506639,3252999819544396548222,
2425977198775417562580,2970608779707201448524,523611191145738184147,658817772016338942713,1646868143872063562607,857099442323333619003,1573719199263849501923,2164594137466976758642,1923477916699948987465,978183282401481612525,2696936303735488414108,1646564878869616603713,310629328910415700631,1657155810552515134413,2409441228158216461072,2291555985970448541524,3081687433696442802224,1322219892567549700823,1689783067308245214783,1225967543371217921530,609481511827240887443,2989675988310153777329,381870059618872480778,504795951729523554201,2993469143544063380139,864955797061766181437,482902948475997970859,3300605201200425799808,1662091596399275789620,2660950738583994364545,243276307964129077627,2650820560362108567458,1450342355857681519170,1921634159773070908079,2133953423985430071620,555166313882081274199,1573385912682853147693,2047918109550037344763,1813343103373525417144,2474279132663720311139,3103790932938610785948,3045750695872120188260,362728644058009661074,1634501076755421771213,3047424962357720212624,2425894543380629269532,198195247419647111212,134506133069694322245,3165460862176116066265,1994867064950437508661,2195644060967962708078,2813917909751798433094,2875139672469336588650,2049733786852105446161,1943609670120790716789,172958014453023856336,1877858470915661089407,375168522154848931926,2297606960294069903734,313776927160628070255,2567796094058322266526,81122037543570693786,2322555418843529472469,1604135847897460353035,3126555553701610727839,1709142719558304273137,590943841115431309046,2076592327072883188454,302439888420322680133,3166331031027921808295,257005287206710842048,2897002420659700891744,1529504936551127433784,1648708643065283610876,2239535976404165166090,3181795583232969897962,770221844639045269109,3182391952163678971722,1128101727459957773413,2846302092239140066144,786355033796522408150,3050359451101316234215,389003522400853473678,1618300875845264744185,2770621641978686022960,256339769521652471920,1414269040737380258145,2459151446526392108894,2060936136355038268407,1547797623376727937251,766292433901377398738,2441547203570533455849,1372540445393276394160,271663241898640584878,85419181409097167065,2821901632877395502616,679897392049428735981,2756690717943469265394,2105826964184202943718,347119583593526803719,
2162193935795172797844,1853397446873024085899,2652697504520813547138,2078915485465724317555,674581878024012425496,3234565034545975769192,2774003061217374745592,2378104736665668199283,172660086450064536823,2505055078663590475458,268008047108267527351,1932472369644397272494,3263998510065385735140,1779444725125485249134,3128328458982618269478,1004811739243520782957,204147122441034778973,1116901510104635287687,2969126136423059924118,1426762485600370623581,507501654031597984785,2757112211819831660257,2423363735217160685676,371053435942507767840,1556707446604082733039,439796841587927380016,562106453241856911595,2657233398600938480997,1383431732119825737445,2102353481156651591631,143331407129771462809,2176255274444142300919,778874224270879678821,1861904123168101643321,2665748404466426330245,2772896690781395706184,2798067102420133744933,854497225672653442283,2758880525507747349411,1859873357984701456620,1760260675616059850136,3189688486667596121784,1135709836018964315700,3336309684797163044748,2382174443276061688242,2295714840529965971526,1994053045762498515144,982167152613253431268,2955229506876131262829,2778552366339547720630,2061448438328523081787,1651044402226960233309,630890849046285530544,1884858518038251956374,909004592148411440232,2282102725769127648777,1352080272790785412960,1010291582097674224167,2129337581598144463313,1332204280673511117799,707724198915700093843,339046664469983318991,1512836327190150696879,154217708733908776200,2367382948165999665129,2588754745423427483356,1561727889076869301088,895201014926749842736,1790132512003364253648,1157191290944871204371,1659945725146803774127,3095275237042208936680,3353177977143102676846,2634143733448535778286,1733266141377722771265,1417442228416128808007,1597712618111894569114,1362567405906952710699,2108923859208014285846,1669269404200440966862,1968011881485212604085,195721420852976663748,1749891353833820998558,644983154938863009972,320744873078769941286,2612287331021851269765,2170293491379505413213,2293681896475179144304,1743432061807160295808,234964512268306409307,2135466274644517680381,2562026548648172773846,717198102164706003574,2120936421478334112786,1289302346771309514454,160693766749180671455,3237850652183798618269,327843057801213766124,1177880177900057519184,2029577831131103165200,
2812059589943202018561,2968324110896052095270,1134672217103579513597,3217842039166663750451,2956161758275345428522,1265681789062337067214,3018994696971136130399,276892516642492704237,3118914298600396459631,677508508750333294783,2022255364521342700522,779076581085412004900,1052239765768835215774,1809908127896273600737,192660454715067243256,1824350288858002953621,1008377417983738069459,2540413942243803526114,1321759367559569542934,1862752970898632043993,1112019170982119067810,808533783660765852435,2780541545720619376535,2167995882855837418702,706563150205780286086,2854273741830129454475,2001612515123526353271,2260513121905130472050,1416929384161740218959,2764511608239039108896,1732335225802764105853,1634768450403200858855,2065615989701689496273,1811082567416488489525,2080842323933780599742,2505562331386035025143,2683934627778711329575,1130850447460060910360,2070444884077030373234,2550322054452422452219,743744956720639486147,1348670374341856555523,2377176848681246886290,1632270987910862841495,1237566947339125534962,2685901293254000968088,1969041866468742475822,3207653228949465500336,2214233354214488506793,1688251964846429365816,2220014046273686956123,1258776931555745065057,2074528672417936937552,758601251522646162974,1584986230853189640062,2638475514374241576409,1247279769725965242428,1638914525201118708081,781644283765433694747,2418910428106163093518,119951721318352962455,3324578359234950834364,1925731840628040191549,749305625460166995274,3250651654599122505272,3329977750735947056703,1469885188414910625121,1628047513953118447817,2374077815797193650104,1800020062887272367266,3195189632722362187044,381067860997709742104,2747997355187324206426,1644164380053650070144,167438477479715915542,379655744412462092696,806421380393752331744,2115426550694104216611,1046293631976040405220,3337029476670720385588,1144483278937469608936,2510697002550888766003,2584273501619823263627,71638904414188050519,924256072341581406249,2443606873157400075532,147783567217539178364,2833362023458801811079,2336053855813814992892,3238654220297696079823,1844647310521632715673,3336637220523973373170,2159388618878758192479,2410421133675634861191,2593942559996526580266,2040825981528354981284,2522130158241227083584,1209382967902343574605,2783544869022408679018,1736786185620430969185,
2874219460215130788625,1490963417525037818447,2410145084034890083573,2620819977581434687725,88368080809276845040,1261692243696580620754,1151157069332547362800,749083365994271929574,1716002325635377879120,66531326623086857174,3193865072643788665974,628416579841881794855,1385488865670995248635,2397684131381982441966,2821535277339754902958,2534817857136093603783,98591146685564724663,501868267823593809934,1651582274969982245336,538241241530198322935,3055832242318821039228,1338535910531886914134,2542926414912683051035,66022844944840085025,2422621577668533066799,1033447155074610164549,1842569634425069780750,2967657355376323651081,83148414476842593423,1266693427972676206600,2976661920394702398592,1838077165918890227705,147759314207128617286,1802241817303853810847,734705164071971812572,2581232728766052473207,2006028735130244432811,2231598617884763646290,2997668189909693672657,3087317531608996316394,3144086433888147437506,244973947073480046225,1362336977522975189512,879330787426252300417,1222782854678115575251,468025717274118951289,3209437361317946662932,2816636840410947479362,2478398799479335831963,2673515499855908628771,2162138199591299996387,3239018786221920199247,1599974784426055513549,3352053993788287544493,20190948364385869874,1899418380608779467656,2514762534336790757736,862928819835815836665,923815265965513319014,2863119488302043346902,2302869743895099900803,2734069365209675401391,2783826178086249603211,847609238453737477601,1739622765383504031156,696308933834560274856,453408892854326866805,3043466368986820469516,475564632728265047975,2354842492374592683268,826408379836525660535,2218389862087326445106,2672418313397206575320,2267740850553370022419,110522466247982268343,3145182026264249870804,1670831855039285581482,1507126788912905150713,762925385414518992937,1273039891463604215620,2538912482514660979137,2684750851736299021187,2884801290612768108527,1337488167086725237850,1281502452398590135812,2856802039965265625799,143136605601122393177,1281886154975583143396,911584212326691928627,1115463981521648718750,2526562330516330046535,1519413644915606801055,3259484250113733568022,52643453146330746277,3141136980022266540593,2256909687678084870450,3165040245030964099943,271468136676133312159,2763161980253234310139,1792887868638165656991,
1305926615865174604994,3314745557318040320232,1912420778170025177722,2114623766268195007783,2414172687568468600382,1782332792548129971032,3116100023593389297530,2699044565134002625839,2949629841327359540188,2701021239597277815825,858281142901053000829,1521393308518045878773,1898903306864078830688,987358772391511744914,577823143963465165182,2110267124525677175982,835790941402801621994,2691856468133092433984,2630115945118259373508,363057326536823783109,1302418813296443205996,1686456613243226860537,2786581437803190157857,30004811996854869990,161938990809499031033,20133147722980919497,3334516362095337909829,2241208406354676627164,2667795860298069063175,1107510402318603413024,2256217853226467213816,1607366865605606497282,2167955817649569941831,1053485085417884861245,2878300244193120249172,2346774834321641419077,716089550464375570827,2670803551996478850909,2070840624642875746662,154443612704261060974,2178560467091808677516,234273010419293944595,2071657184484540425594,1313726803626255683279,1153462771886573371407,541148573937433654807,763484891556258473153,934076793392941733561,484986327712689399291,2706271187993687588114,2936814269020618921346,176111200591683075650,441832457810281525676,3112131218925326667467,751362937619820551415,3258723215092851931449,3260303484181787149298,3200723884092973530381,880399195951492653047,1787992167408333339723,1150296292253853097571,2492067023210248096535,2342177188147473487448,1560977614092195700652,2728101163977048193742,2673502310339303740683,2695243782389362160749,2453011139657796032203,878435199029157495727,1883582632504321224267,2352299973486976606930,3329851836485453598593,3203342040386838392237,1052732948759937597125,2927617930118610857787,2084656585148739712156,914576819456678295076,1986438627067798338720,2965251145890299076562,550078242328165406206,2033606471800277933689,530667407805898256406,3070629926749886089864,2261070608854742173832,237348679798191827429,2335293620029745648416,1925945449811935366072,3339042532875584617389,2072429975690789661956,2667417969013211183832,1250624117515959383873,2761246280333919544888,35233624771519553311,2496551923306201702509,2397358857008856226,273336320777538522754,160351838622911700444,223728646168252493790,556793649897503941565,682491452289029543983,
164215709880842865790,3165988936628565885036,438402575102022889419,2307041462213808001195,1650557206270923822931,1195806757467026206530,690233239828141403818,1309803805239600652969,2017129975360296830634,1130098531081487505734,2052587388347218158167,2382455269203735968407,469746040388833033247,3195719508146224175024,1662662656446520682716,2289527732389240398118,1510082732786085031682,346131074719449322101,2856578262600634429465,1116880169518065397423,1217175701920502416216,840075944761883551739,1604019635204636891070,178228914401509413478,2377208959801116199525,1525013950878525479573,3031756136851478410436,410562309780331290278,2749590014387594116112,2273322342689294721694,2638433522325960942725,2150336586847753891704,2223653863119093923646,1278761598308208362871,1860267253719518585529,1703678212159191248443,379043376392785772563,2600578842654705387998,2632519661786674459796,789903304462952026986,1081178949943846350835,1047316643309328257142,1465066722400784288112,3290623936387176039652,415158372913259831694,47621346224727710882,2058609691002348785570,2857528714087113046202,681644810063609039227,604209155069147735704,1288910763688598264332,1064703171147150270512,1462014508111228000402,1812209561098673266921,2522144974523056696376,1626003655438469291481,2169913704480264524096,1540371393274261298271,2867910448945659271732,1537896952287746793582,943135949331204064239,2158055548745424048001,413372115116999188126,2204243533186208168645,3181924509207986673434,2143375256489611089375,2882332482485549671487,2897745200177450311865,539085231083209210882,2305686639924263714036,2882940627452362190310,3082599884732879708112,963343284488890190349,2430342693938426433808,141088593729409624814,1798391477064502799674,1854184945972929052283,194591988886057491858,2595693909013522563564,206476375257744540634,254323380598431557450,2709891106575518558657,2602233481640053665622,291041229728211209773,3015383223584076351920,3127516142068722222172,2709455041044643050686,2128717678691986162213,3019833139968789186282,2737733125414792339993,664411660860771215436,1114553705341458152103,1372763097185845631251,1642296231101981616643,772350471990074372479,3089137193773709069917,2975865777000412404540,1417621859258472873027,2252867285505876020895,1003038428873546471433,
1019567974780482090313,3181786744723748223061,534754258754312453968,3117617334626132351529,2028871583240539726897,3145677458964092896725,133153839202737429427,2908908624637398310837,2384784016173035854846,3266644962905677676208,360424059093259005436,2178659401294452870172,1965764810404359196384,1896747140206526123810,1618565188288026617724,767036146415284718724,352812567304413565695,1646646337547992614009,287893820531024963623,853028347979488160931,1785089908838567166189,1129430505357309803346,839534406698971585660,1744252277121645823618,1112808383933821109764,960063991725854041045,1548315409820967440755,911658823288032935338,1407291534670974310375,257386829580377414647,1655710332368242916231,879342450537476412128,2855694607779893282990,2316264261719699860551,2984928626154614040720,1678317876053354836826,2821516663657822412986,2222526807736146609297,709442805496484559883,908588972130175643267,2269123800356540244784,1473935566694314815629,1723434895856938105746,1408561170396358079545,762981449921727465687,531560126681089484453,370192207261842441433,3191110181755752418137,1940226654128137190554,214817703000357990737,407985863897250655126,1924410952697392788079,331653881163345413284,2496094598397530886102,467134646453601324220,2656147661211109392064,52364451159344470990,2728503608930004345624,1189408699427713318766,2875569264890117244429,1192871951224861036668,482780238017967822258,3105214650207079016338,3100277385755811647135,208433821014242950301,3136748777407264911450,260041986231061733381,213937219944052183119,130426073080894389310,1990530370191957173701,2169522233048425659605,1818413260757205756732,1994670441087636614766,271420437311138006461,2350064520784428652703,1707569595854620730692,650440947004269415089,723805075271500472960,2546483727132784963948,1153730311048015692187,2876869967839883692808,1876056743710720222760,1890957683051664574316,2110175810368130946759,773027908512020603338,1852343666750514080127,2312444853204722614082,74286811439207140864,2675241019578931770919,368846106690660942585,1836223699471224808989,1919296747570797432176,2287591475535516132329,762860808614428509178,225347469248731354122,1586914298824885512718,217484546312061478702,269851682777065014709,1522842180770175900132,477113034588954957770,
